iter	Logloss
143	0.5047620138
144	0.5039383041
145	0.5030784607
146	0.5023519198
147	0.5013910929
148	0.5005020565
149	0.4993672901
150	0.4987393485
151	0.4981140561
152	0.497390959
153	0.4965946409
154	0.4956614176
155	0.4949975014
156	0.4942209986
157	0.4935153325
158	0.4930632909
159	0.4923224979
160	0.4914841122
161	0.490447998
162	0.4896757338
163	0.4887196223
164	0.4882003466
165	0.4876234796
166	0.486732218
167	0.4861023161
168	0.4853688876
169	0.4847452376
170	0.4840140343
171	0.4836742613
172	0.4829491509
173	0.4820017285
174	0.4811912113
175	0.4806070328
176	0.4800889227
177	0.479452663
178	0.4786966642
179	0.4780641132
180	0.4774518013
181	0.4765075048
182	0.4759537379
183	0.4751354853
184	0.4745919969
185	0.4737971624
186	0.4732069439
187	0.4727249675
188	0.4720440441
189	0.4711622662
190	0.4705467224
191	0.4702134662
192	0.4695478545
193	0.4686728583
194	0.4677182833
195	0.4670539432
196	0.4663998816
197	0.4656339751
198	0.4648564657
199	0.4641592238
200	0.4638182852
201	0.4632463455
202	0.4626638624
203	0.4621061749
204	0.4615578122
205	0.4611619314
206	0.4607037438
207	0.4602424304
208	0.459672557
209	0.4592767292
210	0.4583570162
211	0.4578823513
212	0.457297855
213	0.4567432933
214	0.4559160339
215	0.4553272459
216	0.4549154705
217	0.4544200367
218	0.4538679123
219	0.4533949958
220	0.4529999627
221	0.4526854091
222	0.4519722197
223	0.4511879815
224	0.4505577087
225	0.4496157964
226	0.4489838282
227	0.4485602909
228	0.4480390019
229	0.4473541048
230	0.4469165802
231	0.4465171496
232	0.445941978
233	0.4453255335
234	0.4448613591
235	0.4445263545
236	0.4441724618
237	0.4433674812
238	0.4425347646
239	0.4419841766
240	0.4415973292
241	0.4412069321
242	0.4407084518
243	0.44025845
244	0.4396176338
245	0.4389408429
246	0.4385235839
247	0.4376764297
248	0.4373032782
249	0.4368970394
250	0.436650753
251	0.436211586
252	0.4359921879
253	0.4356950654
254	0.4352774355
255	0.4349072774
256	0.4344455931
257	0.4340155654
258	0.4336265458
259	0.4332591163
260	0.4328170882
261	0.4321783914
262	0.4317040973
263	0.431517654
264	0.4309111701
265	0.4304951297
266	0.4301650259
267	0.4295035468
268	0.4289973047
269	0.4287186729
270	0.4282498889
271	0.4278409746
272	0.4275959333
273	0.427257167
274	0.4267464214
275	0.4262933731
276	0.425494194
277	0.4249099361
278	0.4244296286
279	0.4238036474
280	0.4234206941
281	0.4230189323
282	0.4224211375
283	0.4218246937
284	0.4212925169
285	0.4210838742
286	0.4208659066
287	0.4205360678
288	0.4197749562
289	0.4192461967
290	0.4187197155
291	0.4184414016
292	0.4180899726
293	0.4175816377
294	0.417075634
295	0.4165822665
296	0.4163138866
297	0.4160610305
298	0.4157684379
299	0.4151944584
300	0.414850076
301	0.4144543277
302	0.4140540759
303	0.4137151506
304	0.4131956365
305	0.4129361312
306	0.4124777582
307	0.4121015867
308	0.4114357101
309	0.410733117
310	0.4103896353
311	0.4098456701
312	0.4095403883
313	0.4090132448
314	0.4086231656
315	0.4080651866
316	0.4075988664
317	0.4072458744
318	0.4068635835
319	0.4063540035
320	0.4060134888
321	0.4056098726
322	0.4051644537
323	0.4046198527
324	0.4041750431
325	0.4035706785
326	0.4033015039
327	0.4029377302
328	0.4024176333
329	0.4020275805
330	0.4015931553
331	0.4010575612
332	0.4003912608
333	0.3998169899
334	0.3992227448
335	0.3987800015
336	0.3985204167
337	0.3981715838
338	0.3978199959
339	0.3975877232
340	0.3970761829
341	0.3967382113
342	0.3963929547
343	0.395927959
344	0.395661513
345	0.3953323894
346	0.3950242201
347	0.3947573503
348	0.3943192959
349	0.3939301968
350	0.3935240375
351	0.3930631479
352	0.3926982085
353	0.3923372957
354	0.3921370771
355	0.3916467561
356	0.3914241791
357	0.3911008305
358	0.3907275465
359	0.3903552691
360	0.3899590704
361	0.3896216551
362	0.389216476
363	0.3887393739
364	0.3882281515
365	0.3877748119
366	0.3873128891
367	0.3869817522
368	0.3867644204
369	0.3865338431
370	0.3862964577
371	0.3858408663
372	0.3856452836
373	0.3853399489
374	0.3849608898
375	0.3846985234
376	0.3842481507
377	0.3839354515
378	0.383614752
379	0.3832600382
380	0.3829255634
381	0.3824607531
382	0.3819243378
383	0.3816951116
384	0.3814961116
385	0.3812623024
386	0.3810419771
387	0.3808770445
388	0.3805115488
389	0.3800253868
390	0.3798242145
391	0.3796337975
392	0.3791740735
393	0.3788215584
394	0.3783965111
395	0.3779343234
396	0.3776270549
397	0.3771955702
398	0.3767886162
399	0.3765275743
400	0.3762015767
401	0.3759596878
402	0.3755834897
403	0.3751029703
404	0.3749553363
405	0.3747632768
406	0.374525547
407	0.3741075728
408	0.3737432162
409	0.3734833399
410	0.37333809
411	0.3729776806
412	0.3727848265
413	0.3723274867
414	0.371907658
415	0.3715981377
416	0.3712569873
417	0.3708928691
418	0.3707984024
419	0.3707397779
420	0.3705390294
421	0.3700444963
422	0.3697903951
423	0.3694533507
424	0.3691615529
425	0.3687232335
426	0.368445105
427	0.3681799041
428	0.3679544396
429	0.3676069578
430	0.3672467868
431	0.3669421938
432	0.3668306669
433	0.3664567206
434	0.366215282
435	0.366071807
436	0.3657119274
437	0.3654398123
438	0.365089549
439	0.3647154172
440	0.3644954893
441	0.3644181887
442	0.3640033404
443	0.3637306425
444	0.3634780513
445	0.3633967506
446	0.3630360497
447	0.3626274533
448	0.3624551561
449	0.3621854517
450	0.3618387381
451	0.3615352843
452	0.3612613678
453	0.3609555033
454	0.3607027266
455	0.36048762
456	0.3600627051
457	0.3596811824
458	0.3593606949
459	0.3590389887
460	0.3587829802
461	0.3584987587
462	0.3580636183
463	0.3579307132
464	0.3575978279
465	0.3574490547
466	0.3571048048
467	0.3567690849
468	0.3564738697
469	0.3560629421
470	0.3557494481
471	0.3555817604
472	0.3552659353
473	0.3549743758
474	0.3547115061
475	0.3543892437
476	0.3538034757
477	0.3536477619
478	0.3534060054
479	0.3531898657
480	0.3528857761
481	0.3526073562
482	0.352247662
483	0.3520550198
484	0.3517640432
485	0.3513702287
486	0.3512224356
487	0.3508743975
488	0.3506477409
489	0.3504271507
490	0.350004726
491	0.3495562341
492	0.3493037754
493	0.3490169048
494	0.3486862712
495	0.3483933343
496	0.3482386271
497	0.3479750686
498	0.3476895756
499	0.3473404778
500	0.3471608692
501	0.3469637235
502	0.3467326164
503	0.346524477
504	0.3463930554
505	0.3461537361
506	0.3458153937
507	0.345602115
508	0.3451937305
509	0.3449600008
510	0.3446395397
511	0.3444218636
512	0.3442376984
513	0.3442292213
514	0.3439350658
515	0.3437070052
516	0.3433774312
517	0.3432492415
518	0.343000253
519	0.3425789409
520	0.342196597
521	0.3417253759
522	0.3415733708
523	0.3412134912
524	0.3409298791
525	0.3406845464
526	0.3403025203
527	0.3401477602
528	0.3398735258
529	0.3396469752
530	0.3395049307
531	0.3393572172
532	0.339067724
533	0.338857068
534	0.3387879001
535	0.3386432595
536	0.3385537465
537	0.3384049733
538	0.338098526
539	0.3379369047
540	0.337773588
541	0.3376685248
542	0.3374196423
543	0.3370632331
544	0.3368437555
545	0.3365323808
546	0.3363019096
547	0.3359591431
548	0.3355666002
549	0.3352945646
550	0.3350819482
551	0.3349076377
552	0.3346527418
553	0.3344233831
554	0.334195296
555	0.3340089056
556	0.3338800536
557	0.3337815338
558	0.3335661623
559	0.3335007032
560	0.3331316047
561	0.3329814275
562	0.3327475124
563	0.3325658904
564	0.332426601
565	0.3322950999
566	0.3319036961
567	0.3317046165
568	0.3314070702
569	0.3311365181
570	0.3311080668
571	0.3308970133
572	0.3307423062
573	0.3305360476
574	0.33037387
575	0.3301352925
576	0.32996983
577	0.3298377461
578	0.3296006256
579	0.3294828998
580	0.3290746212
581	0.3288813167
582	0.3285581536
583	0.3284265995
584	0.3280990918
585	0.327832116
586	0.3274148305
587	0.3271277216
588	0.3269781272
589	0.3267212179
590	0.3264584276
591	0.3263017601
592	0.3260905478
593	0.3258422746
594	0.3255065547
595	0.3253622585
596	0.3251339595
597	0.3249224027
598	0.3245251973
599	0.3243995772
600	0.3240238296
601	0.3237887488
602	0.323706362
603	0.3234722614
604	0.3231476678
605	0.3226715459
606	0.3223328325
607	0.3221145736
608	0.3218207889
609	0.3214656512
610	0.3211682108
611	0.3208400938
612	0.3207468457
613	0.3205976751
614	0.3204073906
615	0.3202711741
616	0.3201477263
617	0.3200357225
618	0.3198259407
619	0.3196860684
620	0.3195886612
621	0.3193480704
622	0.3190493584
623	0.3188496431
624	0.3186189069
625	0.3184729682
626	0.3181660175
627	0.3177993033
628	0.3175485399
629	0.3174131976
630	0.3172923194
631	0.3170580334
632	0.3168724908
633	0.3165740172
634	0.3163214789
635	0.3160462115
636	0.315747473
637	0.3156000773
638	0.3154658741
639	0.3151863416
640	0.3149797122
641	0.3148711787
642	0.3146263229
643	0.3143644863
644	0.3141974608
645	0.3138868014
646	0.313669761
647	0.3132316271
648	0.3130320973
649	0.3127399021
650	0.3124986225
651	0.3122446537
652	0.3120150036
653	0.3118081623
654	0.3116313881
655	0.3113552464
656	0.3110670514
657	0.3107660611
658	0.3105505308
659	0.3101967706
660	0.3099415832
661	0.3098524412
662	0.3097857104
663	0.3096015718
664	0.309361034
665	0.3091366556
666	0.3090142674
667	0.3087466558
668	0.3085384104
669	0.3080936538
670	0.3079472118
671	0.3078405062
672	0.3076466984
673	0.3072423935
674	0.3070052995
675	0.3068322076
676	0.3066456053
677	0.30641222
678	0.306182464
679	0.3060138755
680	0.3057200644
681	0.3054476579
682	0.3052963681
683	0.3050935268
684	0.3046894603
685	0.3044691881
686	0.3042839103
687	0.3040671878
688	0.3039794498
689	0.3037028843
690	0.3034970495
691	0.3033641444
692	0.3030837907
693	0.3028819826
694	0.3026270337
695	0.3023406135
696	0.3021983306
697	0.3019302421
698	0.3017499182
699	0.3016085625
700	0.3014302254
701	0.3012704055
702	0.3010764122
703	0.3008420467
704	0.3006022241
705	0.3003548516
706	0.3000870546
707	0.29981486
708	0.2995480961
709	0.2993223137
710	0.2992056476
711	0.2990700934
712	0.2988752789
713	0.2986353768
714	0.2984829214
715	0.2983440823
716	0.2981355455
717	0.2979117764
718	0.2977414661
719	0.2976618078
720	0.2975167169
721	0.2973162863
722	0.297110743
723	0.2970322768
724	0.2969069746
725	0.2966717614
726	0.2963078817
727	0.2962480651
728	0.2960682445
729	0.2959032589
730	0.2956756751
731	0.2954493629
732	0.2953657309
733	0.295183897
734	0.2950621976
735	0.2949874931
736	0.2948705885
737	0.2946940528
738	0.2945674525
739	0.2943746779
740	0.2941115167
741	0.2937633197
742	0.293640852
743	0.2933555974
744	0.2931432459
745	0.293050713
746	0.292863316
747	0.2926770316
748	0.2926096386
749	0.2922789256
750	0.2921240595
751	0.2919462522
752	0.2917919159
753	0.2915074031
754	0.2912788126
755	0.2909974522
756	0.2906801436
757	0.2905563513
758	0.2903170056
759	0.2902592288
760	0.2901177936
761	0.2898910046
762	0.289665646
763	0.289511866
764	0.289428393
765	0.2892557515
766	0.289079931
767	0.289001041
768	0.288699256
769	0.2884436978
770	0.2884205712
771	0.2880761094
772	0.2878204981
773	0.2877257665
774	0.2875521978
775	0.2873048782
776	0.2871532705
777	0.2869112492
778	0.2866826057
779	0.2865135405
780	0.2862376637
781	0.2860055235
782	0.285620345
783	0.2854700089
784	0.2853860855
785	0.2852738698
786	0.2851794031
787	0.2847853767
788	0.2847061157
789	0.2846178214
790	0.2845202287
791	0.2842549483
792	0.2840846909
793	0.2838659286
794	0.2836267683
795	0.2832787832
796	0.2829406791
797	0.282801946
798	0.2827151881
799	0.2825045586
800	0.2824433645
801	0.2822708819
802	0.2819963031
803	0.2818741269
804	0.2817218304
805	0.2816237874
806	0.2813708517
807	0.2809965875
808	0.2808219592
809	0.2806277275
810	0.2805089951
811	0.2803898652
812	0.280134466
813	0.2798445755
814	0.2796810203
815	0.279493067
816	0.2794231309
817	0.279154751
818	0.2789603604
819	0.2788751125
820	0.27868202
821	0.2783864869
822	0.2782078849
823	0.2780825297
824	0.2779505518
825	0.2777279748
826	0.2773871422
827	0.2772546874
828	0.277109358
829	0.2768481043
830	0.2767567105
831	0.2765125169
832	0.2762362427
833	0.2760609256
834	0.2756577068
835	0.275396347
836	0.2752175861
837	0.2751046287
838	0.275068389
839	0.27479034
840	0.2746597131
841	0.2744034396
842	0.2742972374
843	0.2740914292
844	0.2738769849
845	0.2735931079
846	0.2735335562
847	0.2733865844
848	0.2732099692
849	0.2731288804
850	0.2729871008
851	0.2728503545
852	0.2725968361
853	0.2724146843
854	0.2722899384
855	0.2721968227
856	0.2719679938
857	0.271610366
858	0.2714177767
859	0.2710562282
860	0.2708379957
861	0.2706594202
862	0.2703824043
863	0.2703157001
864	0.2701865832
865	0.2700647248
866	0.2699023088
867	0.2698176702
868	0.2697462506
869	0.2696618504
870	0.2694007026
871	0.2691908942
872	0.2690727446
873	0.2689509127
874	0.2688394652
875	0.2687893444
876	0.2686228752
877	0.2684338623
878	0.2682003975
879	0.2678605451
880	0.2674751282
881	0.2672638893
882	0.2671171824
883	0.2669700252
884	0.2668704192
885	0.2666699621
886	0.2664633857
887	0.2661155065
888	0.2657522625
889	0.2655787998
890	0.265190098
891	0.2648848957
892	0.2647675408
893	0.2645922237
894	0.2643964026
895	0.264247391
896	0.2640532388
897	0.2639233536
898	0.2637925678
899	0.2634707027
900	0.2632104026
901	0.2630079057
902	0.2627684275
903	0.262446483
904	0.2623053392
905	0.2622185283
906	0.2621379428
907	0.2620236609
908	0.261755281
909	0.2616080973
910	0.2614225282
911	0.2612925635
912	0.2611468633
913	0.2610563702
914	0.2608980603
915	0.2606180509
916	0.2604572508
917	0.260339684
918	0.260216607
919	0.2600079642
920	0.2598879072
921	0.2597731749
922	0.2596848276
923	0.2595432864
924	0.2594502767
925	0.2594133218
926	0.2593608167
927	0.2591101593
928	0.2589657042
929	0.2587944931
930	0.258649826
931	0.2582242224
932	0.2580353684
933	0.2579713398
934	0.257795069
935	0.2575524118
936	0.2575191392
937	0.2574383683
938	0.2572493553
939	0.2569918633
940	0.2568481233
941	0.2566045655
942	0.2564805349
943	0.2563062774
944	0.2560358047
945	0.255906211
946	0.2557778888
947	0.2554924753
948	0.2554145389
949	0.2551586363
950	0.2549488544
951	0.2548394733
952	0.254664792
953	0.2544698185
954	0.2544106907
955	0.2543232706
956	0.254171133
957	0.2539748086
958	0.2538377974
959	0.2537579536
960	0.2536072466
961	0.2534908189
962	0.2533712122
963	0.2531147798
964	0.2528088358
965	0.2525360849
966	0.2523866494
967	0.2523257467
968	0.2522164451
969	0.2521021631
970	0.2520324124
971	0.251934025
972	0.2516388363
973	0.2514572144
974	0.2513980601
975	0.251247459
976	0.2511667146
977	0.2510479291
978	0.2509558466
979	0.2508551015
980	0.2508068879
981	0.2505748802
982	0.2503398789
983	0.2502071593
984	0.2500312858
985	0.2499143018
986	0.2496580548
987	0.2496336566
988	0.2494401137
989	0.2491997613
990	0.2491218779
991	0.2488775518
992	0.2487506866
993	0.248373323
994	0.2482222186
995	0.2480958303
996	0.2479382091
997	0.2477331161
998	0.2474647098
999	0.2473171817
